link,Breakfast and Brunch,Dinners,Lunch,title,ratings,num_reviews,ingredients,servings,cook_time,calorie,fat_g,carb_g,protein_g,cholesterol_mg,sodium_mg
https://www.allrecipes.com/recipe/100338/chuck-wagon-hash/,1,0,0,chuck-wagon-hash,4.13513517379761,28 reviews,"['1 pound ground beef', '1/2 cup chopped onion', '1/2 teaspoon crushed red pepper flakes (optional)', '1 teaspoon dried parsley', '1 teaspoon dried oregano', '1 teaspoon garlic powder', '1/2 cup beef broth (optional)', '1 (10.75 ounce) can cream of mushroom soup', '1 (10 ounce) can corn, drained', '2 cups cold, cooked white rice', '1 cup shredded Cheddar cheese']",4.0,55 m,580 calories;,30.3,44.0,33.6,105,1081.0
https://www.allrecipes.com/recipe/100490/eggnog-french-toast/,1,0,0,eggnog-french-toast,4.343999862670899,91 reviews,"['2 eggs, beaten slightly', '1 1/2 cups eggnog', '1 1/2 tablespoons ground cinnamon', '1 teaspoon pumpkin pie spice', '12 slices French bread']",6.0,20 m,158 calories;,6.7,18.8,6.4,99,155.0
https://www.allrecipes.com/recipe/100506/irish-potato-farls/,1,0,0,irish-potato-farls,4.0943398475647,46 reviews,"['4 medium potatoes, peeled and halved', '1 pinch salt', '1/4 cup all-purpose flour, plus extra for dusting', '1 tablespoon melted butter']",4.0,45 m,218 calories;,3.1,43.2,5.1,8,33.0
https://www.allrecipes.com/recipe/100822/heavenly-blueberry-smoothie/,1,0,0,heavenly-blueberry-smoothie,4.62195110321045,117 reviews,"['1 frozen banana, thawed for 10 to 15 minutes', '1/2 cup vanilla soy milk', '1 cup vanilla fat-free yogurt', '1 1/2 teaspoons flax seed meal', '1 1/2 teaspoons honey', '2/3 cup frozen blueberries']",2.0,10 m,250 calories;,2.6,50.2,9.5,2,117.0
https://www.allrecipes.com/recipe/10132/beverlys-get-up-go-breakfast-cookies/,1,0,0,beverlys-get-up-go-breakfast-cookies,3.96428561210632,43 reviews,"['1/2 cup butter, softened', '1/2 cup white sugar', '1 egg', '2 tablespoons frozen orange juice concentrate, thawed', '1 tablespoon orange zest', '1 1/4 cups all-purpose flour', '1 teaspoon baking powder', '1/2 cup wheat and barley nugget cereal (e.g. Grape-Nuts™)']",18.0,,117 calories;,5.5,15.7,1.7,24,87.0
https://www.allrecipes.com/recipe/101353/ricotta-breakfast-pancakes/,1,0,0,ricotta-breakfast-pancakes,4.3461537361145,44 reviews,"['2 1/2 cups pancake mix', '2 2/3 cups skim milk, or as needed', '2 cups part-skim ricotta cheese']",10.0,25 m,142 calories;,0.7,28.8,5.1,1,511.0
https://www.allrecipes.com/recipe/102811/zucchini-crustless-quiche-/,1,0,0,zucchini-crustless-quiche-,4.125,27 reviews,"['3 small zucchini, coarsely chopped', '1 onion, coarsely chopped', '5 eggs', '1/2 cup grated Parmesan cheese', '1/2 cup crumbled reduced-fat feta cheese', '1/2 teaspoon dried parsley', '1/4 teaspoon salt', '1 pinch ground black pepper', '1 cup all-purpose flour', '1 teaspoon baking powder', '1 (8 ounce) package shredded fat-free mozzarella cheese', 'paprika for garnish']",8.0,1 h 20 m,210 calories;,6.5,19.4,19.7,131,795.0
https://www.allrecipes.com/recipe/103877/salmon-and-swiss-chard-quiche/,1,0,0,salmon-and-swiss-chard-quiche,4.28125,46 reviews,"['2 tablespoons butter, divided', '1/4 cup plain dried bread crumbs', '2 cups 2% milk', '8 ounces salmon fillets, skin removed', '1/3 cup chopped onion', '1/2 bunch Swiss chard, chopped', '1/2 teaspoon salt', '1/8 teaspoon ground black pepper', '1/2 teaspoon dried marjoram', '1/8 teaspoon ground nutmeg', '3 eggs']",8.0,1 h 20 m,154 calories;,9.3,6.7,10.8,99,289.0
https://www.allrecipes.com/recipe/104804/curried-egg-sandwiches/,1,0,0,curried-egg-sandwiches,4.29824542999268,48 reviews,"['4 hard-cooked eggs, peeled and chopped', '1/2 cup mayonnaise', '1 teaspoon curry powder', 'salt and pepper to taste', '8 slices bread']",4.0,25 m,410 calories;,28.9,27.0,10.4,222,704.0
https://www.allrecipes.com/recipe/104815/perfect-scrambled-eggs/,1,0,0,perfect-scrambled-eggs,3.91666674613953,42 reviews,"['1 1/2 tablespoons milk', '6 eggs', '1/2 cup minced onion', '1/2 teaspoon black pepper', '1/2 teaspoon salt', '1 1/2 teaspoons butter']",3.0,12 m,177 calories;,12.2,4.0,13.2,378,546.0
