beef_poultry,veggies,pork_fish,asian,baking,curry_based,cheese_based,pepper_based,title
0.18741913139820104,0.13303621113300326,0.09079775959253313,0.1676899492740631,0.09660444408655168,0.10774610191583632,0.08579135686159134,0.13091501593589785,Chip Truck Fries
0.18918044865131373,0.10754569619894028,0.05863063782453538,0.1989737451076508,0.05682733282446861,0.1287926733493805,0.05805378779768944,0.20199567079544067,Irish Bacon And Cabbage Soup
0.16221195459365845,0.06988037377595901,0.21075503528118134,0.0964275449514389,0.06874581426382065,0.2282093167304993,0.07568790018558502,0.08808205276727676,Quick Salmon Salad
0.08899802714586258,0.07546277344226837,0.1501912772655487,0.15477430820465088,0.07312323898077011,0.07543336600065231,0.07871553301811217,0.3033014535903931,Bills Seasoned Ketchup
0.18843168020248413,0.1013871133327484,0.17260992527008054,0.07127828896045685,0.05759025365114213,0.16970041394233704,0.056742511689662926,0.1822598576545716,Celery Salad
0.0941428542137146,0.08137909322977066,0.1608249992132187,0.11721695959568025,0.07691234350204468,0.1735725849866867,0.09007735550403596,0.20587383210659027,Jens Heavenly Egg Salad
0.0597921758890152,0.22093793749809265,0.05247299745678902,0.05635355785489082,0.2414694726467133,0.054346077144145966,0.2180288583040237,0.09659893065690994,Black Bean And Corn Quesadillas
0.06211986765265465,0.2547329366207123,0.11681052297353745,0.05547007173299789,0.10409454256296158,0.05721743032336235,0.171254962682724,0.17829968035221105,Mimis Zucchini Pie
0.08543219417333603,0.16923631727695465,0.14224393665790558,0.07836775481700897,0.09065549820661543,0.25868532061576843,0.0622759684920311,0.1131030023097992,Tomato Mint Quinoa Salad
0.048833560198545456,0.2885182201862335,0.07886127382516861,0.0685764029622078,0.04769043251872064,0.09270750731229782,0.09109298884868622,0.2837195992469788,Nutty Brown Rice Salad
0.05434999614953995,0.05383894965052605,0.05457766354084015,0.055235374718904495,0.6125733852386475,0.05619220063090325,0.05413036420941353,0.05910202115774155,Bread Machine Swedish Coffee Bread
0.054580219089984894,0.12106357514858244,0.049839772284030914,0.07245175540447235,0.05182851850986482,0.4388502538204193,0.09922697395086287,0.11215892434120177,Refreshing Mint And Tuna Salad
0.08435468375682831,0.12547609210014346,0.12262053042650226,0.04161987081170082,0.03924895450472832,0.2932405471801758,0.07499196380376816,0.21844737231731406,Lizzy217S Lamb Gyros
0.052647199481725686,0.23008838295936584,0.04228607565164566,0.0950549691915512,0.046651601791381836,0.13446779549121854,0.06604053825140001,0.3327634632587433,Black Bean Corn And Tomato Salad With Feta Cheese
0.2123403698205948,0.07025591284036636,0.08013177663087845,0.15754888951778412,0.06704240292310715,0.07999260723590851,0.050631705671548836,0.2820563614368439,Awesome Spicy Beef Kabobs Or Haitian Voodoo Sticks
0.07377181947231293,0.16079628467559814,0.1614752858877182,0.07467740029096602,0.07393885403871536,0.07906439900398254,0.3030149638652801,0.07326097786426544,Super Blt
0.07682265341281891,0.21032655239105225,0.12303050607442854,0.20547865331172946,0.07029319554567337,0.1571137011051178,0.0917239636182785,0.06521081924438478,Spinach Watermelon Mint Salad
0.19418998062610626,0.0916684940457344,0.1821153163909912,0.16557183861732486,0.09157849103212357,0.0917692556977272,0.09151697903871536,0.09158965945243837,Oriental Sesame Slaw
0.14892931282520294,0.11760477721691133,0.063820481300354,0.2525168359279633,0.06115785613656044,0.06412860751152039,0.06304475665092467,0.2287973761558533,Picadillo De Platano
0.06156212091445922,0.07078223675489426,0.06444811820983888,0.3028973639011383,0.06707343459129332,0.14706341922283173,0.05653872340917587,0.22963455319404602,Spicy Shrimp Skewers
0.09407138079404832,0.11704869568347932,0.14757771790027618,0.06531776487827301,0.06336276233196259,0.29192665219306946,0.06417517364025116,0.15651988983154294,Avocado Shrimp Salad
0.05104024708271026,0.4778176844120026,0.04609820619225502,0.05977127328515053,0.042961277067661285,0.09329310059547424,0.05206899717450142,0.1769491881132126,New Year Three Bean And Artichoke Salad
0.07629267871379852,0.452164500951767,0.08230943232774733,0.04481161013245583,0.036699969321489334,0.039648212492465966,0.04151441901922226,0.2265591621398925,Italian Panzanella Bread Salad
0.08141840249300003,0.4394589364528656,0.1841575652360916,0.07789750397205353,0.03519972041249275,0.037163615226745605,0.037717774510383606,0.10698645561933516,Veggie Potato Salad For A Crowd
0.09170719236135484,0.09568730741739273,0.18387018144130707,0.14713338017463684,0.1382652223110199,0.16014748811721802,0.09131444990634917,0.09187476336956024,Cold Roasted Moroccan Spiced Salmon
0.08420228958129883,0.14860545098781586,0.07264536619186401,0.07081803679466248,0.07083272933959961,0.13968287408351898,0.15067389607429504,0.2625393867492676,Refreshing Watermelon Salad
0.17021405696868894,0.07925943285226822,0.23577772080898285,0.09892085194587708,0.0977855771780014,0.08247172087430954,0.07990289479494095,0.1556677669286728,Tuna Fish Pea Salad
0.12647336721420288,0.0754147469997406,0.06331855058670044,0.2776545286178589,0.16770121455192566,0.0633164495229721,0.07104554772377014,0.15507563948631287,Egg Drop Soup Better Than Restaurant Quality
0.08953040093183517,0.12073945999145508,0.13041992485523224,0.2706092596054077,0.07377918809652327,0.14203649759292605,0.0942760705947876,0.07860920578241347,Soccer Salad
0.06732536107301712,0.06519381701946259,0.0676017478108406,0.06375269591808319,0.2738190591335297,0.06618643552064896,0.3153955042362213,0.08072535693645477,Cheesy Baked Eggs
0.14258034527301788,0.1418590247631073,0.227603942155838,0.0670001432299614,0.07108414173126221,0.06907986849546432,0.06734263151884079,0.21344992518424988,Halloween Eye Of Newt
0.09125707298517227,0.2096095085144043,0.07023487240076065,0.07657047361135483,0.13334324955940247,0.08351366221904755,0.26512786746025085,0.0703432708978653,Andouille And Poblano Quesadillas
0.059646166861057275,0.18011462688446045,0.09710490703582764,0.0600530244410038,0.09906604886054993,0.061775859445333474,0.240570604801178,0.20166872441768646,Grilled Mushroom And Swiss
0.0484917052090168,0.3561466932296753,0.04830164834856987,0.058322396129369736,0.0431952066719532,0.046564020216464996,0.07759054005146028,0.32138776779174805,Marinated Black Eyed Pea Salad
0.06670315563678741,0.11443646252155305,0.1922968029975891,0.2405405044555664,0.16244757175445554,0.08025812357664107,0.06195561215281487,0.08136171102523804,Italian Vegetarian Patties
0.2597786784172058,0.07077661901712418,0.20868514478206635,0.06987162679433823,0.15699148178100586,0.07180481404066086,0.07342083752155304,0.08867082744836807,Hot Turkey Salad
0.2751617729663849,0.2683486044406891,0.03752734512090683,0.09459225833415984,0.09558866173028946,0.0401882603764534,0.038957029581069946,0.14963605999946594,Moms Portuguese Beef Stew
0.3564912974834442,0.05534721910953522,0.0532948337495327,0.1763196438550949,0.06766154617071153,0.0545746311545372,0.05540337786078453,0.1809074729681015,Day After Thanksgiving Turkey Carcass Soup
0.0775047317147255,0.07743414491415024,0.10180684179067613,0.07826881855726242,0.4313652515411377,0.07881329208612442,0.07744631171226501,0.0773606151342392,Toasted Apple Pecan Brie Sandwiches
0.2709924578666687,0.1170060932636261,0.07205932587385178,0.0919896885752678,0.08336999267339706,0.06632594019174576,0.111261285841465,0.18699516355991366,Bean With Bacon
0.1720024049282074,0.1653655469417572,0.050664447247982025,0.09962950646877287,0.050115521997213364,0.0949191227555275,0.141628235578537,0.2256752252578736,Pumpkin Bean Soup
0.1874961405992508,0.2927103042602539,0.04159897193312645,0.051766511052846916,0.04032206907868385,0.0881086140871048,0.06369204819202423,0.2343052923679352,Black Bean And Chickpea Chili
0.0766756534576416,0.07452985644340515,0.18762291967868805,0.07798146456480026,0.2477863132953644,0.18130305409431452,0.08058789372444153,0.07351287454366684,Cream Cheese Fruit Salad
0.05436008796095848,0.2510907351970673,0.051109835505485535,0.11920128017663956,0.04864192008972168,0.3572647869586945,0.0569232814013958,0.06140809506177902,Lebanese Fattoosh
0.08888987451791762,0.16441847383975985,0.10121963918209076,0.1925065517425537,0.07737290114164352,0.06099267303943634,0.22498387098312372,0.08961604535579681,Roast Beef Burritos
0.09430744498968124,0.11915001273155212,0.0948685184121132,0.2702871263027191,0.11672697961330415,0.09002939611673355,0.08428812026977539,0.13034240901470184,Moms Sushi Rice
0.1057422012090683,0.10752926021814346,0.12548157572746274,0.10369609296321868,0.10354216396808624,0.11122481524944304,0.1371699571609497,0.2056139409542084,Grilled Ham And Cheese With A Twist
0.07247306406497955,0.16062180697917938,0.06513452529907228,0.06780023872852325,0.059152305126190186,0.3237760663032532,0.06387048959732056,0.18717147409915924,Lebanese Style Red Lentil Soup
0.0694676861166954,0.12178867310285567,0.19011765718460089,0.0595163144171238,0.11608999967575072,0.06088869273662568,0.16816073656082153,0.21397027373313904,Super Spicy Pea Salad
0.12128179520368575,0.12061657756567,0.12078205496072768,0.18523074686527247,0.20337159931659696,0.06310787051916122,0.06584680825471878,0.11976255476474762,Bistro Veal Burgers
0.08608373254537582,0.07083848863840103,0.3947134017944336,0.10640422254800797,0.12897895276546478,0.07506156712770462,0.0688859298825264,0.06903368234634401,Quick Tuna Salad
0.047828808426857,0.04348255693912506,0.04997224733233452,0.1781548261642456,0.5020742416381836,0.05362389236688614,0.0447235219180584,0.08013991266489029,Danish Spiced Rye Bread Sigtebrod
0.10171587020158768,0.10109150409698486,0.10272879153490068,0.10127007216215134,0.19894146919250488,0.10162574797868727,0.1913280189037323,0.1012984961271286,Burly Burger
0.08813153952360152,0.24546778202056885,0.08973684161901474,0.09105908125638963,0.19047944247722626,0.09281450510025024,0.08429522067308426,0.1180155947804451,Asparagus With Gorgonzola And Roasted Walnuts
0.1510390341281891,0.31584373116493225,0.06446228176355362,0.12466147541999816,0.06518492847681047,0.13126803934574127,0.06410259753465652,0.08343793451786041,Tequila Chili
0.1401643306016922,0.2604968547821045,0.07008305191993712,0.07258076220750809,0.11694743484258653,0.07430030405521393,0.06813092529773712,0.19729632139205933,Easy Curry Couscous
0.0733863115310669,0.06621864438056946,0.14644935727119446,0.3879604637622833,0.0928325057029724,0.07165709882974625,0.06458204984664917,0.09691355377435684,Onigiri   Japanese Rice Balls
0.07400655746459961,0.2506802976131439,0.06527930498123169,0.06990765035152435,0.12027694284915925,0.13953275978565216,0.21478673815727234,0.0655297189950943,Tomato Gorgonzola Soup
0.05574483424425125,0.05214349552989006,0.05306605249643327,0.09764915704727173,0.5054849982261658,0.05214117094874382,0.052175819873809814,0.13159453868865967,Traditional Russian Pirozhki
0.10136203467845917,0.2338982075452805,0.07135619968175888,0.1488739401102066,0.0662463903427124,0.06717728823423386,0.05541110411286354,0.255674809217453,Sloppy Sams
0.10589003562927246,0.21246802806854248,0.14972279965877533,0.10635930299758913,0.10473412275314332,0.10823378711938858,0.10522178560495377,0.10737016797065736,Taco Bean Burgers
0.06765887141227722,0.07017364352941513,0.2754802107810974,0.08959401398897171,0.06708789616823196,0.07066414505243301,0.2910774350166321,0.06826381385326385,Blue Cheese Avocado And Grape Salad
0.05942690744996072,0.12328698486089705,0.059684954583644874,0.33463868498802185,0.12242903560400008,0.17978866398334506,0.061198972165584564,0.05954575911164284,Thai Inspired Confetti Salad
0.19456906616687766,0.3517526090145111,0.0517469085752964,0.05144517868757248,0.05082003027200699,0.0536097027361393,0.07614666223526001,0.16990987956523895,Beans Greens And Garlic Soup
0.0856417641043663,0.0987321436405182,0.272076278924942,0.2376611530780792,0.06906962394714355,0.08641128987073897,0.07544000446796417,0.07496775686740875,Sweet Restaurant Slaw
0.06156812235713005,0.24024343490600586,0.05464959889650345,0.1421411782503128,0.08791501075029373,0.2504868805408478,0.060520291328430176,0.10247544199228288,Love Mussels
0.04254327341914177,0.05528787150979042,0.10836788266897204,0.13233892619609833,0.5274496078491211,0.04795264080166817,0.03978385031223297,0.046275965869426734,Seeduction Bread
